Postgres8,,,,,,,,,,
order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FAP422122401,20-04-2025,789122,25891401,350,2025-05-15,2025-05-18,332,0,1,0
FAP423720401,20-04-2025,789720,25891401,262,2025-05-16,2025-05-18,236,0,0,0
FAP423201601,20-04-2025,789201,25891401,204,2025-05-16,2025-05-18,204,1,1,1
FAP422421401,20-04-2025,789421,25891401,489,2025-05-16,2025-05-18,489,1,1,1
FAP421521402,20-04-2025,789521,25891401,285,2025-05-16,2025-05-18,285,1,0,0
FAP423220501,20-04-2025,789220,25891401,383,2025-05-16,2025-05-18,383,1,1,1
FAP421221603,20-04-2025,789221,25891603,179,2025-05-16,2025-05-18,179,1,1,1
FAP421521603,20-04-2025,789521,25891603,136,2025-05-16,2025-05-18,136,1,1,1
FAP422521603,20-04-2025,789521,25891603,64,2025-05-16,2025-05-18,64,1,0,0
FAP421402603,20-04-2025,789402,25891603,109,2025-05-16,2025-05-18,98,0,1,0
FAP421421603,20-04-2025,789421,25891603,104,2025-05-16,2025-05-18,104,1,0,0
FAP422903603,20-04-2025,789903,25891603,181,2025-05-16,2025-05-18,181,1,1,1
FAP423303603,20-04-2025,789303,25891603,99,2025-05-16,2025-05-18,99,1,0,0
FAP421301603,20-04-2025,789301,25891603,191,2025-05-16,2025-05-18,172,0,1,0
FAP422301603,20-04-2025,789301,25891603,162,2025-05-16,2025-05-18,162,1,0,0
FAP422721401,20-04-2025,789721,25891401,392,2025-05-16,2025-05-18,392,1,0,0
FAP421601603,20-04-2025,789601,25891603,187,2025-05-16,2025-05-18,168,0,1,0
FAP422321603,20-04-2025,789321,25891603,130,2025-05-16,2025-05-18,130,1,1,1
FAP421102502,20-04-2025,789102,25891202,176,2025-05-16,2025-05-18,176,1,1,1
FAP421402603,20-04-2025,789402,25891202,323,2025-05-16,2025-05-18,307,0,1,0
FAP421622501,20-04-2025,789622,25891202,229,2025-05-16,2025-05-18,183,0,1,0
FAP421902202,20-04-2025,789902,25891202,468,2025-05-16,2025-05-18,468,1,0,0
FAP421903202,20-04-2025,789903,25891202,330,2025-05-16,2025-05-18,314,0,1,0
FAP421703502,20-04-2025,789703,25891202,290,2025-05-16,2025-05-18,290,1,1,1
FAP421721202,20-04-2025,789721,25891202,189,2025-05-16,2025-05-18,189,1,1,1
FAP422101202,20-04-2025,789101,25891202,400,2025-05-16,2025-05-18,320,0,0,0
FAP422401202,20-04-2025,789401,25891202,488,2025-05-16,2025-05-18,488,1,1,1
FAP422702301,21-04-2025,789702,25891301,58,2025-05-16,2025-05-18,46,0,1,0
FAP424520603,21-04-2025,789520,25891301,48,2025-05-16,2025-05-18,38,0,0,0
FAP422301601,21-04-2025,789301,25891301,76,2025-05-16,2025-05-18,76,1,1,1
FAP423401602,21-04-2025,789401,25891301,34,2025-05-16,2025-05-18,34,1,1,1
FAP423721503,21-04-2025,789721,25891102,494,2025-05-16,2025-05-18,445,0,1,0
FAP423401102,21-04-2025,789401,25891102,482,2025-05-16,2025-05-18,482,1,0,0
FAP424221102,21-04-2025,789221,25891102,324,2025-05-17,2025-05-18,324,1,0,0
FAP422521303,21-04-2025,789521,25891102,457,2025-05-17,2025-05-18,457,1,0,0
FAP424622102,21-04-2025,789622,25891102,380,2025-05-17,2025-05-18,380,1,0,0
FAP422422501,21-04-2025,789422,25891102,401,2025-05-17,2025-05-18,401,1,0,0
FAP424503502,21-04-2025,789503,25891102,348,2025-05-17,2025-05-18,348,1,1,1
FAP422720201,21-04-2025,789720,25891102,456,2025-05-17,2025-05-18,365,0,1,0
FAP423720603,21-04-2025,789720,25891102,306,2025-05-17,2025-05-18,306,1,1,1
FAP424501102,21-04-2025,789501,25891102,388,2025-05-17,2025-05-18,388,1,0,0
FAP423321503,21-04-2025,789321,25891102,343,2025-05-17,2025-05-18,343,1,1,1
FAP422301601,21-04-2025,789301,25891102,330,2025-05-17,2025-05-18,330,1,1,1
FAP423301102,21-04-2025,789301,25891102,454,2025-05-17,2025-05-18,454,1,1,1
FAP422903103,21-04-2025,789903,25891102,474,2025-05-17,2025-05-18,474,1,1,1
FAP423420403,21-04-2025,789420,25891102,408,2025-05-17,2025-05-18,408,1,1,1
FAP422101503,21-04-2025,789101,25891102,430,2025-05-17,2025-05-18,430,1,1,1
FAP423122102,21-04-2025,789122,25891102,343,2025-05-17,2025-05-18,274,0,0,0
FAP422603102,21-04-2025,789603,25891102,347,2025-05-17,2025-05-18,347,1,0,0
FAP423603202,21-04-2025,789603,25891102,362,2025-05-17,2025-05-18,326,0,1,0
FAP423203102,21-04-2025,789203,25891102,456,2025-05-17,2025-05-18,433,0,1,0
FAP424102502,21-04-2025,789102,25891502,244,2025-05-17,2025-05-18,244,1,1,1
FAP422122502,21-04-2025,789122,25891502,145,2025-05-17,2025-05-18,131,0,1,0
FAP422622502,21-04-2025,789622,25891502,133,2025-05-17,2025-05-18,120,0,0,0
FAP424622601,21-04-2025,789622,25891502,229,2025-05-17,2025-05-18,229,1,1,1
FAP423201502,21-04-2025,789201,25891502,169,2025-05-17,2025-05-18,169,1,1,1
FAP424201602,21-04-2025,789201,25891502,208,2025-05-17,2025-05-18,166,0,1,0
FAP423121503,21-04-2025,789121,25891502,244,2025-05-17,2025-05-18,244,1,1,1
FAP424121603,21-04-2025,789121,25891502,132,2025-05-17,2025-05-18,132,1,0,0
FAP424103603,21-04-2025,789103,25891502,187,2025-05-17,2025-05-18,168,0,1,0
FAP424503502,21-04-2025,789503,25891502,241,2025-05-17,2025-05-18,241,1,1,1
FAP422703502,21-04-2025,789703,25891502,114,2025-05-17,2025-05-18,114,1,1,1
FAP424721603,21-04-2025,789721,25891502,166,2025-05-17,2025-05-18,166,1,1,1
FAP422702502,21-04-2025,789702,25891502,134,2025-05-17,2025-05-18,121,0,1,0
FAP424403502,21-04-2025,789403,25891502,138,2025-05-17,2025-05-18,138,1,0,0
FAP424221502,21-04-2025,789221,25891502,103,2025-05-17,2025-05-18,103,1,1,1
FAP423402601,21-04-2025,789402,25891502,231,2025-05-17,2025-05-18,231,1,1,1
FAP424421502,21-04-2025,789421,25891502,201,2025-05-17,2025-05-18,201,1,0,0
FAP423403403,21-04-2025,789403,25891403,218,2025-05-17,2025-05-18,218,1,1,1
FAP424403403,21-04-2025,789403,25891403,340,2025-05-17,2025-05-18,340,1,1,1
FAP422203403,21-04-2025,789203,25891403,486,2025-05-18,2025-05-18,462,0,1,0
FAP423420403,21-04-2025,789420,25891403,296,2025-05-18,2025-05-18,296,1,1,1
FAP423201403,21-04-2025,789201,25891403,342,2025-05-18,2025-05-18,342,1,0,0
FAP423902501,21-04-2025,789902,25891403,409,2025-05-18,2025-05-18,368,0,1,0
FAP424902603,21-04-2025,789902,25891403,215,2025-05-18,2025-05-18,204,0,1,0
FAP424703403,21-04-2025,789703,25891403,282,2025-05-18,2025-05-18,282,1,1,1
FAP423102403,21-04-2025,789102,25891403,203,2025-05-18,2025-05-18,203,1,1,1
FAP423303403,21-04-2025,789303,25891403,469,2025-05-18,2025-05-18,469,1,1,1
FAP424521603,21-04-2025,789521,25891403,454,2025-05-18,2025-05-18,454,1,0,0
FAP423121403,21-04-2025,789121,25891403,493,2025-05-18,2025-05-18,468,0,0,0
FAP422301601,21-04-2025,789301,25891403,265,2025-05-18,2025-05-18,265,1,1,1
FAP423121503,21-04-2025,789121,25891503,221,2025-05-18,2025-05-18,221,1,1,1
FAP424121503,21-04-2025,789121,25891503,176,2025-05-18,2025-05-18,176,1,1,1
FAP424220503,21-04-2025,789220,25891503,147,2025-05-18,2025-05-18,147,1,1,1
FAP423321503,21-04-2025,789321,25891503,206,2025-05-18,2025-05-18,206,1,1,1
FAP422902503,21-04-2025,789902,25891503,140,2025-05-18,2025-05-18,126,0,1,0
FAP423703601,21-04-2025,789703,25891503,131,2025-05-18,2025-05-18,131,1,1,1
FAP423721503,21-04-2025,789721,25891503,160,2025-05-18,2025-05-18,160,1,1,1
FAP424520503,21-04-2025,789520,25891503,168,2025-05-18,2025-05-18,134,0,0,0
FAP422301601,21-04-2025,789301,25891503,154,2025-05-18,2025-05-18,139,0,1,0
FAP422101503,21-04-2025,789101,25891503,131,2025-05-18,2025-05-18,131,1,1,1
FAP424621503,21-04-2025,789621,25891503,188,2025-05-18,2025-05-18,188,1,1,1
FAP424601503,21-04-2025,789601,25891503,243,2025-05-18,2025-05-18,231,0,1,0
FAP423702602,21-04-2025,789702,25891503,242,2025-05-18,2025-05-18,230,0,1,0
FAP422421103,21-04-2025,789421,25891103,355,2025-05-18,2025-05-18,337,0,0,0
FAP422403603,21-04-2025,789403,25891103,356,2025-05-18,2025-05-18,356,1,1,1
FAP422903103,21-04-2025,789903,25891103,402,2025-05-18,2025-05-18,382,0,1,0
FAP424903302,21-04-2025,789903,25891103,311,2025-05-18,2025-05-18,280,0,1,0
FAP422201603,21-04-2025,789201,25891103,500,2025-05-18,2025-05-18,500,1,1,1
FAP423601401,21-04-2025,789601,25891103,392,2025-05-18,2025-05-18,372,0,1,0
FAP424520503,21-04-2025,789520,25891103,478,2025-05-18,2025-05-18,382,0,0,0
FAP423303403,21-04-2025,789303,25891103,406,2025-05-18,2025-05-18,386,0,1,0
FAP424303103,21-04-2025,789303,25891103,313,2025-05-18,2025-05-18,282,0,0,0
FAP424203302,21-04-2025,789203,25891103,304,2025-05-18,2025-05-18,304,1,1,1
FAP422622501,21-04-2025,789622,25891103,397,2025-05-18,2025-05-18,397,1,1,1
FAP423622602,21-04-2025,789622,25891103,476,2025-05-18,2025-05-18,428,0,1,0
FAP423220203,21-04-2025,789220,25891103,362,2025-05-18,2025-05-18,362,1,1,1
FAP422122103,21-04-2025,789122,25891103,376,2025-05-18,2025-05-18,357,0,0,0
FAP422101503,21-04-2025,789101,25891103,390,2025-05-18,2025-05-18,390,1,1,1
FAP424902603,21-04-2025,789902,25891103,433,2025-05-18,2025-05-18,433,1,1,1
FAP424103603,21-04-2025,789103,25891103,343,2025-05-18,2025-05-18,326,0,1,0
FAP422422103,21-04-2025,789422,25891103,361,2025-05-18,2025-05-18,361,1,1,1
FAP423703601,21-04-2025,789703,25891601,143,2025-05-18,2025-05-18,143,1,1,1
FAP422520601,21-04-2025,789520,25891601,97,2025-05-18,2025-05-18,78,0,1,0
FAP423402601,21-04-2025,789402,25891601,139,2025-05-18,2025-05-18,139,1,1,1
FAP424402601,21-04-2025,789402,25891601,103,2025-05-18,2025-05-18,103,1,1,1
FAP424622601,21-04-2025,789622,25891601,186,2025-05-18,2025-05-18,186,1,1,1
FAP423101601,21-04-2025,789101,25891601,80,2025-05-18,2025-05-18,80,1,0,0
FAP422503601,21-04-2025,789503,25891601,70,2025-05-18,2025-05-18,70,1,1,1
FAP422301601,21-04-2025,789301,25891601,101,2025-05-18,2025-05-18,91,0,1,0
FAP424401602,21-04-2025,789401,25891601,152,2025-05-18,2025-05-18,152,1,1,1
FAP424501601,21-04-2025,789501,25891601,61,2025-05-18,2025-05-18,61,1,1,1
FAP422501402,21-04-2025,789501,25891402,475,2025-05-18,2025-05-18,475,1,1,1
FAP423420402,21-04-2025,789420,25891402,282,2025-05-18,2025-05-18,268,0,0,0
FAP424401602,21-04-2025,789401,25891402,304,2025-05-18,2025-05-18,289,0,1,0
FAP423303602,21-04-2025,789303,25891402,445,2025-05-18,2025-05-18,445,1,0,0
FAP422720402,21-04-2025,789720,25891402,495,2025-05-18,2025-05-18,495,1,0,0
FAP423720603,21-04-2025,789720,25891402,294,2025-05-18,2025-05-18,294,1,1,1
FAP423721503,21-04-2025,789721,25891402,474,2025-05-18,2025-05-18,450,0,1,0
FAP423503402,21-04-2025,789503,25891402,422,2025-05-18,2025-05-18,422,1,1,1
FAP424503502,21-04-2025,789503,25891402,251,2025-05-18,2025-05-18,251,1,1,1
FAP422203403,21-04-2025,789203,25891402,375,2025-05-18,2025-05-18,375,1,1,1
FAP422521402,21-04-2025,789521,25891402,483,2025-05-18,2025-05-18,483,1,1,1
FAP424201602,21-04-2025,789201,25891402,306,2025-05-18,2025-05-18,275,0,1,0
FAP422621402,21-04-2025,789621,25891402,456,2025-05-18,2025-05-18,456,1,1,1
FAP424621503,21-04-2025,789621,25891402,218,2025-05-18,2025-05-18,218,1,1,1
FAP422202402,21-04-2025,789202,25891402,467,2025-05-18,2025-05-18,467,1,1,1
FAP424303202,21-04-2025,789303,25891201,455,2025-05-18,2025-05-18,409,0,1,0
FAP422601602,21-04-2025,789601,25891201,461,2025-05-18,2025-05-18,369,0,1,0
FAP423601201,21-04-2025,789601,25891201,322,2025-05-18,2025-05-18,322,1,0,0
FAP424601503,21-04-2025,789601,25891201,320,2025-05-18,2025-05-18,304,0,1,0
FAP424420201,21-04-2025,789420,25891201,329,2025-05-18,2025-05-18,329,1,0,0
FAP422321201,21-04-2025,789321,25891201,201,2025-05-18,2025-05-18,201,1,1,1
FAP422102301,21-04-2025,789102,25891201,493,2025-05-18,2025-05-18,444,0,1,0
FAP422721603,21-04-2025,789721,25891201,290,2025-05-18,2025-05-18,276,0,1,0
FAP423103201,21-04-2025,789103,25891201,247,2025-05-18,2025-05-18,222,0,0,0
FAP422422501,21-04-2025,789422,25891201,230,2025-05-18,2025-05-18,230,1,0,0
FAP423503303,21-04-2025,789503,25891201,389,2025-05-18,2025-05-18,389,1,1,1
FAP424903302,21-04-2025,789903,25891201,158,2025-05-18,2025-05-18,158,1,1,1
FAP422720201,21-04-2025,789720,25891201,472,2025-05-18,2025-05-18,472,1,1,1
FAP423702602,21-04-2025,789702,25891201,348,2025-05-18,2025-05-18,348,1,1,1
FAP423201502,21-04-2025,789201,25891201,153,2025-05-18,2025-05-18,153,1,1,1
FAP423520401,21-04-2025,789520,25891201,248,2025-05-18,2025-05-18,248,1,0,0
FAP424101201,21-04-2025,789101,25891201,156,2025-05-18,2025-05-18,156,1,1,1
FAP422422501,21-04-2025,789422,25891501,181,2025-05-18,2025-05-18,181,1,0,0
FAP423422501,21-04-2025,789422,25891501,117,2025-05-18,2025-05-18,117,1,0,0
FAP422503501,21-04-2025,789503,25891501,184,2025-05-18,2025-05-18,184,1,0,0
FAP422721501,21-04-2025,789721,25891501,247,2025-05-18,2025-05-18,247,1,1,1
FAP423902501,21-04-2025,789902,25891501,150,2025-05-18,2025-05-18,150,1,1,1
FAP422601602,21-04-2025,789601,25891501,150,2025-05-18,2025-05-18,150,1,1,1
FAP423401602,21-04-2025,789401,25891501,216,2025-05-18,2025-05-18,194,0,1,0
FAP423420501,21-04-2025,789420,25891501,129,2025-05-18,2025-05-18,129,1,0,0
FAP422320602,21-04-2025,789320,25891501,102,2025-05-18,2025-05-18,102,1,1,1
FAP422521501,21-04-2025,789521,25891501,168,2025-05-18,2025-05-18,168,1,0,0
FAP422421602,21-04-2025,789421,25891501,170,2025-05-18,2025-05-18,153,0,0,0
FAP422220501,21-04-2025,789220,25891501,125,2025-05-18,2025-05-18,119,0,1,0
FAP424202602,21-04-2025,789202,25891501,231,2025-05-18,2025-05-18,231,1,1,1
FAP422622501,21-04-2025,789622,25891501,225,2025-05-18,2025-05-18,225,1,1,1
FAP423301603,21-04-2025,789301,25891501,119,2025-05-18,2025-05-18,95,0,1,0
FAP424301602,21-04-2025,789301,25891602,111,2025-05-18,2025-05-18,111,1,1,1
FAP423303602,21-04-2025,789303,25891602,93,2025-05-18,2025-05-18,74,0,0,0
FAP423702602,21-04-2025,789702,25891602,155,2025-05-18,2025-05-18,147,0,1,0
FAP424202602,21-04-2025,789202,25891602,126,2025-05-18,2025-05-18,126,1,1,1
FAP424720602,21-04-2025,789720,25891602,183,2025-05-18,2025-05-18,165,0,1,0
FAP423621602,21-04-2025,789621,25891602,63,2025-05-18,2025-05-18,57,0,1,0
FAP423401602,21-04-2025,789401,25891602,91,2025-05-18,2025-05-18,86,0,1,0
FAP424401602,21-04-2025,789401,25891602,103,2025-05-18,2025-05-18,103,1,1,1
FAP422703602,21-04-2025,789703,25891602,144,2025-05-18,2025-05-18,144,1,0,0
FAP422601602,21-04-2025,789601,25891602,130,2025-05-18,2025-05-18,130,1,1,1
FAP424201602,21-04-2025,789201,25891602,151,2025-05-18,2025-05-18,136,0,1,0
FAP422320602,21-04-2025,789320,25891602,51,2025-05-18,2025-05-18,48,0,1,0
FAP423622602,21-04-2025,789622,25891602,116,2025-05-18,2025-05-18,116,1,1,1
FAP424902603,21-04-2025,789902,25891602,85,2025-05-18,2025-05-18,85,1,1,1
FAP422603602,21-04-2025,789603,25891602,152,2025-05-18,2025-05-18,152,1,1,1
FAP422421602,21-04-2025,789421,25891602,136,2025-05-18,2025-05-18,129,0,0,0
FAP423421602,21-04-2025,789421,25891602,95,2025-05-18,2025-05-18,85,0,0,0
FAP424421602,21-04-2025,789421,25891602,182,2025-05-18,2025-05-18,146,0,1,0
FAP423501603,21-04-2025,789501,25891101,339,2025-05-18,2025-05-18,305,0,1,0
FAP423603202,21-04-2025,789603,25891101,461,2025-05-18,2025-05-18,461,1,1,1
FAP423321503,21-04-2025,789321,25891101,475,2025-05-18,2025-05-18,475,1,1,1
FAP423121101,21-04-2025,789121,25891101,461,2025-05-18,2025-05-18,461,1,0,0
FAP424721101,21-04-2025,789721,25891101,339,2025-05-18,2025-05-18,339,1,0,0
FAP424903302,21-04-2025,789903,25891101,486,2025-05-18,2025-05-18,437,0,1,0
FAP422702502,21-04-2025,789702,25891101,327,2025-05-18,2025-05-18,294,0,1,0
FAP422221603,21-04-2025,789221,25891101,335,2025-05-18,2025-05-18,335,1,1,1
FAP424221502,21-04-2025,789221,25891101,390,2025-05-18,2025-05-18,390,1,1,1
FAP422621402,21-04-2025,789621,25891101,490,2025-05-18,2025-05-18,490,1,1,1
FAP424601503,21-04-2025,789601,25891101,365,2025-05-18,2025-05-18,329,0,1,0
FAP422202402,21-04-2025,789202,25891101,386,2025-05-18,2025-05-18,386,1,1,1
FAP423403403,21-04-2025,789403,25891101,374,2025-05-18,2025-05-18,374,1,1,1
FAP424503502,21-04-2025,789503,25891101,418,2025-05-18,2025-05-18,334,0,1,0
FAP424603401,21-04-2025,789603,25891401,476,2025-05-18,2025-05-18,381,0,0,0
FAP423402601,21-04-2025,789402,25891401,288,2025-05-18,2025-05-18,288,1,1,1
FAP424622401,21-04-2025,789622,25891401,459,2025-05-18,2025-05-18,459,1,1,1
FAP423501603,21-04-2025,789501,25891401,305,2025-05-18,2025-05-18,305,1,1,1
FAP423520401,21-04-2025,789520,25891401,448,2025-05-18,2025-05-18,403,0,0,0
FAP423320401,21-04-2025,789320,25891401,305,2025-05-18,2025-05-18,305,1,1,1
FAP423702602,21-04-2025,789702,25891401,405,2025-04-19,2025-05-18,324,0,1,0
FAP424703401,21-04-2025,789703,25891401,305,2025-05-19,2025-05-18,244,0,1,0
FAP422522401,21-04-2025,789522,25891401,304,2025-05-19,2025-05-18,304,1,1,1
FAP423522401,21-04-2025,789522,25891401,320,2025-05-19,2025-05-18,304,0,1,0
FAP423721401,21-04-2025,789721,25891401,401,2025-05-19,2025-05-18,381,0,0,0
FAP422422501,21-04-2025,789422,25891401,310,2025-05-19,2025-05-18,310,1,0,0
FAP423601401,21-04-2025,789601,25891401,497,2025-05-19,2025-05-18,398,0,1,0
FAP422103401,21-04-2025,789103,25891401,200,2025-05-19,2025-05-18,190,0,1,0
FAP424420401,21-04-2025,789420,25891401,336,2025-05-19,2025-05-18,269,0,0,0
FAP424101401,21-04-2025,789101,25891401,460,2025-03-16,2025-03-19,460,1,1,1
FAP423521603,21-04-2025,789521,25891401,472,2025-03-16,2025-03-19,472,1,0,0
FAP423321401,21-04-2025,789321,25891401,305,2025-03-16,2025-03-19,305,1,0,0
FAP423403401,21-04-2025,789403,25891401,307,2025-03-16,2025-03-19,307,1,1,1
FAP422520603,21-04-2025,789520,25891603,171,2025-03-16,2025-03-19,154,0,0,0
FAP424520603,21-04-2025,789520,25891603,107,2025-03-16,2025-03-19,107,1,0,0
FAP423501603,21-04-2025,789501,25891603,139,2025-03-16,2025-03-19,125,0,1,0
FAP423720603,21-04-2025,789720,25891603,189,2025-03-16,2025-03-19,189,1,1,1
FAP422221603,21-04-2025,789221,25891603,100,2025-03-16,2025-03-19,100,1,1,1
FAP422401603,21-04-2025,789401,25891603,57,2025-03-16,2025-03-19,57,1,0,0
FAP422403603,21-04-2025,789403,25891603,50,2025-03-16,2025-03-19,50,1,1,1
FAP424403603,21-04-2025,789403,25891603,83,2025-03-16,2025-03-19,75,0,1,0
FAP424121603,21-04-2025,789121,25891603,63,2025-03-16,2025-03-19,63,1,0,0
FAP422522603,21-04-2025,789522,25891603,125,2025-03-16,2025-03-19,125,1,0,0
FAP423522603,21-04-2025,789522,25891603,200,2025-03-16,2025-03-19,200,1,0,0
FAP423521603,21-04-2025,789521,25891603,66,2025-03-16,2025-03-19,66,1,0,0
FAP424521603,21-04-2025,789521,25891603,168,2025-03-17,2025-03-19,151,0,0,0
FAP423903603,21-04-2025,789903,25891603,147,2025-03-17,2025-03-19,147,1,0,0
FAP424902603,21-04-2025,789902,25891603,192,2025-03-17,2025-03-19,192,1,1,1
FAP423301603,21-04-2025,789301,25891603,147,2025-03-17,2025-03-19,132,0,1,0
FAP424103603,21-04-2025,789103,25891603,152,2025-03-17,2025-03-19,152,1,1,1
FAP422201603,21-04-2025,789201,25891603,70,2025-03-17,2025-03-19,63,0,1,0
FAP422721603,21-04-2025,789721,25891603,75,2025-03-17,2025-03-19,67,0,1,0
FAP424721603,21-04-2025,789721,25891603,76,2025-03-17,2025-03-19,68,0,1,0
FAP423621603,21-04-2025,789621,25891603,102,2025-03-17,2025-03-19,102,1,1,1
FAP423702602,21-04-2025,789702,25891202,283,2025-03-17,2025-03-19,283,1,1,1
FAP423622602,21-04-2025,789622,25891202,377,2025-03-17,2025-03-19,358,0,1,0
FAP424622202,21-04-2025,789622,25891202,371,2025-03-17,2025-03-19,371,1,0,0
FAP422902202,21-04-2025,789902,25891202,247,2025-03-17,2025-03-19,247,1,0,0
FAP424320301,21-04-2025,789320,25891202,120,2025-03-17,2025-03-19,120,1,1,1
FAP422420202,21-04-2025,789420,25891202,362,2025-03-17,2025-03-19,362,1,0,0
FAP423903202,21-04-2025,789903,25891202,490,2025-03-17,2025-03-19,466,0,0,0
FAP423103202,21-04-2025,789103,25891202,257,2025-03-17,2025-03-19,257,1,0,0
FAP424103603,21-04-2025,789103,25891202,101,2025-03-17,2025-03-19,96,0,1,0
FAP424303202,21-04-2025,789303,25891202,339,2025-03-17,2025-03-19,339,1,1,1
FAP422721603,21-04-2025,789721,25891202,405,2025-03-17,2025-03-19,324,0,1,0
FAP423101202,21-04-2025,789101,25891202,198,2025-03-17,2025-03-19,198,1,1,1
FAP423603202,21-04-2025,789603,25891202,463,2025-03-17,2025-03-19,463,1,1,1
FAP423521603,21-04-2025,789521,25891202,395,2025-03-17,2025-03-19,395,1,0,0
FAP423202301,21-04-2025,789202,25891202,387,2025-03-17,2025-03-19,387,1,1,1
FAP422103401,21-04-2025,789103,25891303,35,2025-03-17,2025-03-19,35,1,1,1
FAP423103303,21-04-2025,789103,25891303,34,2025-03-17,2025-03-19,34,1,1,1
FAP424201602,21-04-2025,789201,25891303,32,2025-03-18,2025-03-19,32,1,1,1
FAP423721503,21-04-2025,789721,25891303,83,2025-03-18,2025-03-19,83,1,1,1
FAP424321303,21-04-2025,789321,25891303,90,2025-03-18,2025-03-19,90,1,1,1
FAP423522603,21-04-2025,789522,25891303,31,2025-03-18,2025-03-19,31,1,0,0
FAP424102303,21-04-2025,789102,25891303,20,2025-03-18,2025-03-19,20,1,0,0
FAP424601303,21-04-2025,789601,25891303,85,2025-03-18,2025-03-19,77,0,1,0
FAP424501601,21-04-2025,789501,25891303,99,2025-03-18,2025-03-19,99,1,1,1
FAP423503303,21-04-2025,789503,25891303,86,2025-03-18,2025-03-19,86,1,1,1
FAP424403603,21-04-2025,789403,25891303,31,2025-03-18,2025-03-19,31,1,1,1
FAP422121303,21-04-2025,789121,25891303,43,2025-03-18,2025-03-19,43,1,0,0
FAP423402601,21-04-2025,789402,25891303,46,2025-03-18,2025-03-19,46,1,1,1
FAP424402601,21-04-2025,789402,25891303,48,2025-03-18,2025-03-19,48,1,1,1
FAP422903303,21-04-2025,789903,25891303,65,2025-03-18,2025-03-19,52,0,0,0
FAP424621503,21-04-2025,789621,25891303,58,2025-03-18,2025-03-19,55,0,1,0
FAP422521303,21-04-2025,789521,25891303,99,2025-03-18,2025-03-19,94,0,0,0
FAP423521303,21-04-2025,789521,25891303,30,2025-03-18,2025-03-19,30,1,1,1
FAP423421103,21-04-2025,789421,25891103,438,2025-03-18,2025-03-19,350,0,1,0
FAP423103203,21-04-2025,789103,25891203,303,2025-03-18,2025-03-19,303,1,1,1
FAP422401203,21-04-2025,789401,25891203,165,2025-03-18,2025-03-19,165,1,0,0
FAP422220501,21-04-2025,789220,25891203,353,2025-03-18,2025-03-19,353,1,1,1
FAP423220203,21-04-2025,789220,25891203,346,2025-03-18,2025-03-19,346,1,1,1
FAP423703601,21-04-2025,789703,25891203,193,2025-03-18,2025-03-19,193,1,1,1
FAP424703401,21-04-2025,789703,25891203,363,2025-03-18,2025-03-19,363,1,1,1
FAP422521501,21-04-2025,789521,25891203,427,2025-03-18,2025-03-19,427,1,0,0
FAP422721203,21-04-2025,789721,25891203,109,2025-03-18,2025-03-19,109,1,0,0
FAP424522203,21-04-2025,789522,25891203,186,2025-03-18,2025-03-19,177,0,0,0
FAP424121203,21-04-2025,789121,25891203,334,2025-03-18,2025-03-19,334,1,0,0
FAP422221603,21-04-2025,789221,25891203,299,2025-03-18,2025-03-19,299,1,1,1
FAP422622203,21-04-2025,789622,25891203,180,2025-03-18,2025-03-19,180,1,0,0
FAP423102403,21-04-2025,789102,25891203,479,2025-03-18,2025-03-19,479,1,1,1
FAP423122203,21-04-2025,789122,25891203,237,2025-03-18,2025-03-19,225,0,0,0
FAP423902501,21-04-2025,789902,25891203,274,2025-03-18,2025-03-19,274,1,1,1
FAP424902603,21-04-2025,789902,25891203,246,2025-03-18,2025-03-19,246,1,1,1
FAP423421203,21-04-2025,789421,25891203,240,2025-03-18,2025-03-19,240,1,1,1
FAP423621603,21-04-2025,789621,25891203,162,2025-03-18,2025-03-19,162,1,1,1
FAP423702602,21-04-2025,789702,25891302,20,2025-03-18,2025-03-19,16,0,1,0
FAP423622602,21-04-2025,789622,25891302,100,2025-03-18,2025-03-19,100,1,1,1
FAP422603302,21-04-2025,789603,25891302,21,2025-03-18,2025-03-19,19,0,1,0
FAP423603302,21-04-2025,789603,25891302,35,2025-03-18,2025-03-19,35,1,0,0
FAP424621503,21-04-2025,789621,25891302,41,2025-03-18,2025-03-19,41,1,1,1
FAP422501402,21-04-2025,789501,25891302,77,2025-03-18,2025-03-19,77,1,1,1
FAP422221603,21-04-2025,789221,25891302,94,2025-03-18,2025-03-19,94,1,1,1
FAP423403403,21-04-2025,789403,25891302,87,2025-03-18,2025-03-19,87,1,1,1
FAP424403603,21-04-2025,789403,25891302,78,2025-03-18,2025-03-19,70,0,1,0
FAP423201302,21-04-2025,789201,25891302,63,2025-03-18,2025-03-19,63,1,0,0
FAP422103401,21-04-2025,789103,25891302,90,2025-03-18,2025-03-19,81,0,1,0
FAP422202402,21-04-2025,789202,25891302,58,2025-03-18,2025-03-19,55,0,1,0
FAP424720602,21-04-2025,789720,25891302,35,2025-03-18,2025-03-19,35,1,1,1
FAP422401302,21-04-2025,789401,25891302,41,2025-03-18,2025-03-19,41,1,1,1
FAP424203302,21-04-2025,789203,25891302,73,2025-03-18,2025-03-19,73,1,1,1
FAP422601602,21-04-2025,789601,25891302,31,2025-03-18,2025-03-19,29,0,1,0
